Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,71475,77409
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,139987,143353
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,152261,153944
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,251943,251943
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,294607,294607
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,96830,98812
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,160328,169667
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,97446,100585
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,157503,162401
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,141157,141157
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female,266888,266888
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,127400,128146
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,166911,166911
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,87281,96733
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,136864,152880
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,101823,104505
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,178697,178697
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,100708,102284
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,163900,164164
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,176559,180613
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female,275892,280127
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Male,253935,270276
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female,338807,338807
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,16034,16034
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,25086,25086
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,31459,32607
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,12296,12296
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",GEN,Male,15601,15601
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OBC,Male,23938,23938
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,35906,35906
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,25423,25785
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,40946,40946
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,37916,37916
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",EWS,Male,39435,39435
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",GEN,Male,29121,29121
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",EWS,Male,41642,45223
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OBC,Male,40065,40065
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,116902,116902
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,134520,134520
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,61335,69482
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,89083,89083
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,69864,71912
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,122338,122338
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,69727,70706
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,139608,139608
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,227558,227558
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,19883,21265
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,57798,57798
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Male,167821,167821
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,43055,43112
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,46377,46377
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,49347,49347
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,79041,83546
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Male,182499,182499
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,32746,32746
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,34494,34494
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,34125,34125
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,47056,47056
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,125976,125976
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,55401,55441
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,71888,76576
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,56206,56206
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,60217,63431
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,201203,201203
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",GEN,Male,34310,34310
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,47107,49061
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC,Male,45586,45586
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,22380,23141
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,30689,30689
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,48741,48741
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,91112,92575
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",GEN,Male,61577,63870
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",EWS,Male,67377,67377
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OBC,Male,64180,64180
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",SC,Male,173661,173661
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,31250,32625
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,36889,36889
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,36566,36838
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,11688,11688
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Female,18765,18770
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,22828,22828
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,8788,10548
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,7835,7835
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,11580,11580
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,10619,10619
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",GEN,Male,47724,50113
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",EWS,Male,53656,53656
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,17567,18048
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,27205,27205
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,19714,19714
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,26821,27127
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,46132,46132
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,31189,32036
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,42557,44075
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)",OBC,Male,66796,66796
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)",SC,Male,171631,171631
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,38634,39659
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,57109,57109
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,47436,48577
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,80040,80040
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,51057,53584
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,184715,186812
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",EWS,Male,107694,109411
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",OBC,Male,108174,116212
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",SC,Male,184120,221844
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",ST,Male,262129,270679
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",GEN,Male,89714,105391
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",EWS,Male,109960,118833
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",OBC,Male,116898,126382
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",SC,Male,222192,238826
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",ST,Male,289753,298363
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,48532,52352
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,64800,65853
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,53147,61246
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,81430,81430
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,55140,62995
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,84060,86109
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,7807,7807
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,12298,12298
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,10936,11450
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,25046,26275
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,28843,30884
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,40255,40255
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,30566,31807
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,16291,16707
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,23876,24100
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,18023,18727
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,22102,22856
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,34441,37673
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",EWS,Male,77501,77501
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OBC,Male,77902,80941
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",SC,Male,170572,180424
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",ST,Male,247818,247818
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",GEN,Male,63422,68041
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",EWS,Male,78259,88524
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OBC,Male,87711,98340
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",SC,Male,183348,207744
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",ST,Male,272366,286939
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,59349,59349
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,36425,37183
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,56896,56896
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,40490,42100
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,69708,71843
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,44729,47923
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,75600,78717
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",EWS,Male,85488,91550
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",OBC,Male,90961,104587
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",SC,Male,180363,180363
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",GEN,Male,68724,72375
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",EWS,Male,93574,100493
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",OBC,Male,105344,111791
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",SC,Male,207439,220174
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",ST,Male,274649,274649
"Visvesvaraya National Institute of Technology, Nagpur","Architecture (5 Years, Bachelor of Architecture)",OBC,Male,2307,2682
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,34251,34251
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,39728,39728
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,50100,50100
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,44912,46865
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,124879,125530
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,114497,114497
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,178318,178318
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,43119,43910
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,57555,60348
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,70133,70133
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,50328,51288
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,69716,69716
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,19753,19916
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,20951,24233
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,25850,26447
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,45923,47515
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,12957,12957
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,17465,17465
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,26555,26555
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,29064,29930
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,33066,33313
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,38724,39453
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,47925,50177
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,61021,70354
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,61424,61632
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,85252,85252
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,61073,63351
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,96616,97562
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,137745,141654
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",GEN,Male,53494,56960
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",GEN,Female,77321,77321
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",EWS,Male,61894,62135
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",OBC,Male,64337,65802
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",OBC,Female,119347,122846
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",SC,Male,146769,146769
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",GEN,Male,73921,78892
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",GEN,Female,76521,76521
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,82464,82464
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",EWS,Female,142268,142268
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",OBC,Male,79908,89594
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",ST,Male,236058,236058
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,63006,66983
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,73327,73327
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,70007,71267
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,79001,79001
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,142397,142397
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,66325,71355
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,90679,90679
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,72631,78949
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,142169,142169
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,71612,78045
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,107597,119563
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,179800,179800
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,19189,19189
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,20053,20053
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,37891,39347
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,68816,68816
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,42555,43403
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Female,44880,47274
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,47567,47708
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,51577,55502
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,66896,66896
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,30466,30606
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,38093,39352
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,36957,36983
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,55723,58326
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,83284,89572
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,61604,69439
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,101223,101223
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,62121,65105
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,105206,115724
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,72588,75675
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,77371,77371
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,78433,84932
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,110171,110171
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female,205922,205922
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",GEN,Male,36823,36823
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Male,40981,40981
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",OBC,Male,44882,45560
