Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Male,104347,104347
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",GEN,Male,79459,104248
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Male,106788,106788
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OBC,Male,109939,114992
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Male,213827,216429
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",EWS,Male,84644,86578
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",ST,Male,240534,256993
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",GEN,Male,74565,81386
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",GEN,Female,112428,121624
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",EWS,Male,86611,92643
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",EWS,Female,134923,134923
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OBC,Male,82235,90742
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OBC,Female,144646,146621
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",SC,Male,177934,180959
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",SC,Female,251470,251470
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",ST,Male,258065,279342
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",ST,Female,305719,305719
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OBC,Male,2256,2256
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",ST,Female,7736,7736
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,56437,56437
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Male,51387,54460
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Female,53594,53594
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,62008,62008
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OBC,Male,60374,64827
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",ST,Male,143520,143520
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",ST,Female,181400,181400
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,42662,44392
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,135257,135257
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,39226,39428
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,46439,49334
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,49863,49863
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,44202,46263
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,111946,111946
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,151143,151143
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,141737,141737
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,49019,49019
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,62066,62066
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,42313,43847
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,52382,54657
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,51226,53436
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,78033,78033
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,50118,50399
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,17750,17884
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Female,25656,26487
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,20200,20288
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,23941,24486
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,31542,31542
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female,107676,107676
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,6460,11049
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,15118,15118
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,13904,13904
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,22123,24199
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female,68516,68516
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OBC,Male,41427,41427
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female,182660,182660
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Male,211565,211565
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,59771,59771
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,45778,45778
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,60571,61692
