Type,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,40822,52354
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,6221,6265
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,7987,7987
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,11600,12588
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,15744,17968
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,5015,5980
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,7562,8745
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,1089,1430
Mains,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,1553,1553
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,5898,7877
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,9568,12918
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,1013,1208
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,2164,2184
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,2109,2755
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,4854,5062
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,695,1444
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,1283,1529
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,272,413
Mains,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female,722,920
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,17746,22508
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,24924,29944
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,3380,3484
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,4388,4388
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,6052,7221
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,9778,12068
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,3221,3945
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,5218,5547
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,1162,1202
Mains,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,1947,1947
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,11498,15151
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,15876,22566
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,2090,2187
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,3333,3528
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,4460,5228
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,7286,8117
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,2097,2572
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,2871,3923
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,691,795
Mains,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female,1240,1240
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",GEN,Male,43624,46608
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",GEN,Female,52704,55724
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Male,6902,6969
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Female,8690,8690
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC,Male,14032,15221
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC,Female,21302,21356
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Male,6615,6911
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female,10109,10109
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Male,2341,2844
Mains,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female,4099,4099
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,13844,16225
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,18494,18494
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,2404,2404
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,3948,4962
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,11951,11951
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,2245,3574
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female,6191,6191
Mains,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,1190,1190
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,21587,32509
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,33966,44596
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,4721,4855
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,7062,7444
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,8564,10775
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,14845,17206
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,4055,5263
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,7877,8252
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,1689,1942
Mains,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,2370,2370
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",GEN,Male,61,663
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",GEN,Female,588,779
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",EWS,Male,67,115
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",OBC,Male,226,437
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",OBC,Female,277,416
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",SC,Male,44,109
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",SC,Female,115,115
Mains,Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",ST,Male,44,79
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Male,27394,33152
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Female,33323,37193
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,5266,5363
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",EWS,Female,9053,9053
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OBC,Male,9648,12137
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OBC,Female,15846,15846
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",SC,Male,5501,5909
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",SC,Female,7873,7873
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",ST,Male,2137,2480
Mains,Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",ST,Female,3880,3880
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,12470,23792
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,28119,31680
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,3356,3356
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,5388,5388
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,6984,7820
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,11654,11654
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,4518,4847
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,5837,5837
Mains,Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,1447,1657
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,14395,28349
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,35361,39384
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,4119,4466
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,6025,6025
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,7712,9148
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,11081,14081
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,4316,5387
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,2570,6216
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,629,1081
Mains,Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,2201,2201
Mains,Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,1963,4254
